filename,frames,fps,duration_s,mean_forward_mps,mean_lateral_mps,mean_yaw_rate_radps,mean_abs_yaw_rate_radps,net_yaw_deg,mean_planar_speed_mps,median_planar_speed_mps,active_fraction,root_height_min_m,root_height_max_m,source_family,source_intent,transition_clip,kinematic_category,semantic_consistency,selection_score,sha256
C12_-_run_turn_left_45_stageii.pkl,66,30.0,2.1666666666666665,2.6854420513199098,0.05833232079183183,0.4021481926647852,1.536739152272397,43.198393236250496,2.7523054725976093,2.7913472032601074,1.0,0.6315374950764999,0.8091485428942486,run,turn_left,False,run_turn_left,True,2.198931477040894,c150b25024263d31966c631f2d0493696ddecf57ca3fe2c3e0c3f29e4f8232d1
C13_-_run_turn_left_135_stageii.pkl,92,29.83783783783784,3.04981884057971,1.891422758307086,-0.13384647894139978,0.6900042173006997,1.4758854583969656,135.33709819719454,1.9977770327709004,2.242561298927024,1.0,0.6027419916921348,0.7870810850167543,run,turn_left,False,run_turn_left,True,2.2450440540880794,aea2714de9565b79af197b330629abfe3438ad547b9a0a2dd8f27787178cbb51
C14_-_run_turn_right_90_stageii.pkl,95,29.921259842519685,3.141578947368421,2.0334372760620028,-0.10313495530806029,-0.4285285438916135,1.5246178401422854,-91.06432474168938,2.111965140326961,2.18608210550579,1.0,0.6479747109736127,0.8136402452696596,run,turn_right,False,run_turn_right,True,2.27219984006956,b9eebeb25e9154563a776b1af4d61c734d742888f134d1f6951c083ff4afcf22
C15_-_run_turn_right_45_stageii.pkl,94,30.0,3.1,2.199418898880285,-0.1617954455953705,-0.1959501421744229,1.1320442622776197,-36.32338015815068,2.2401395519962355,2.3166720626633737,1.0,0.6684179226600121,0.8438519256192915,run,turn_right,False,run_turn_right,True,2.2819143484993205,010918670af511a8d6945d42d55577b0f0eb586a3f23b902e360adeb343fc7fd
C16_-_run_turn_right_135_stageii.pkl,94,29.76253298153034,3.1247340425531913,1.900707498999357,-0.05330208323491265,-0.7858073344837738,1.529751677540813,-150.2402594196244,2.0136817800028988,2.3061748555999424,1.0,0.6025592003553469,0.8098751517297997,run,turn_right,False,run_turn_right,True,2.2524032120093325,c969d5587925bdfdc984454747ccc711dffccb8a12a02190f23005b0fb84a76b
C17_-_run_change_direction_stageii.pkl,91,29.83606557377049,3.0164835164835164,2.3341194832556624,-0.2624238850223296,-0.27352542995704426,1.3621567942663177,-61.75948481829333,2.3964469411403626,2.404744545779873,1.0,0.6798463652999025,0.8539109401184031,run,mixed_direction,True,run_turn_right_transition,,1.0274603037435157,34b4fcd1b43a9588825c192fddcde79aab3769718344831e4ddcc98c0553b2d0
C1_-_stand_to_run_stageii.pkl,122,29.816700610997962,4.058128415300547,1.0569900155177823,-0.08344539299621738,-0.01578119892885926,0.6081174414011087,-4.143876508966995,1.0847652769433995,0.5511856486705625,0.5327868852459017,0.6385992988344932,0.8167718271719469,run,straight,True,run_straight_transition,True,0.061661296971043944,9bead88d983a390cd1c99b704c9dca62ea249b856307bb92ccb1c84c8d1c8df6
C3_-_run_stageii.pkl,81,29.8159509202454,2.683127572016461,2.8232134006506264,-0.2692575534025133,0.035218459381397074,1.5063241253850628,4.335666999385416,2.9103476157219292,2.9853340162753046,1.0,0.7414796965850401,0.9165072448224689,run,straight,False,run_straight,True,2.2503055640587086,89d2ab4d4362ed3659315d801306f9c60054d028db1002893f0bb78e2705cda2
C4_-_run_to_walk_a_stageii.pkl,115,29.870129870129873,3.8165217391304345,1.5348994046619409,-0.08411687511626541,0.018269834156277715,1.3881395817488296,0.9178372066613908,1.5907863231900392,1.4426288312169622,1.0,0.6877953270407777,0.7968795229974437,run,straight,True,run_straight_transition,True,1.092645198321228,f63cb9cb0f327d4436c23ce93c5af5935a2e858579b2b8f60e763fbe9e634d02
C5_-_walk_to_run_stageii.pkl,107,30.0,3.533333333333333,2.030746263501715,-0.005242979753330766,0.08526797019154322,1.3533558345675716,13.31898622041956,2.0772711789707,1.740451862193421,1.0,0.6765351030109694,0.840558250080371,run,straight,True,run_straight_transition,True,1.0519796096652771,39b2c3771f06bdaf994e6743f3c463dda629b78679c311b4c40cc3e5ea65575d
C6_-_stand_to_run_backwards_stageii.pkl,174,29.91404011461318,5.78323754789272,-0.75064253912726,0.023080776472027494,-0.03841518283907508,0.414023581105739,-14.657698232234013,0.7750344309386857,0.09740704687171971,0.4540229885057471,0.7436995537608648,0.8758378775372183,run,backward,True,run_backward_transition,True,0.055168763972651025,bf94f219cb5dab3a1ab6389b7b71091eb71df7e90c03a0f468017ea468f4346b
C8_-_run_backwards_to_stand_stageii.pkl,120,29.93762993762994,3.974930555555555,-1.2410797578043922,-0.03872645695664559,0.18737660006006282,0.7532559522997287,30.767807319318656,1.2679431279057964,1.5068078363319544,0.7666666666666667,0.714243160989447,0.825276136210192,run,backward,True,run_backward_transition,True,0.5808744352106114,4337121acebf6dce552cba2a1e76e29ade60c5a265851af3aae2bcfbdd10bf4e
C9_-_run_backwards_turn_run_forward_stageii.pkl,107,29.86046511627907,3.549844236760125,0.24146291402024808,0.16213348020797214,1.016565446750231,1.8079400438033904,204.48006552281464,2.142412919967718,2.184229499277478,1.0,0.6533704782255668,0.8274877580832303,run,backward,False,run_turn_left,False,0.32186815072345265,5fdec49bc0beb832bb8ddb72e67066ef7de0a748224ed868d12a064da8466145
Walk_B10_-_Walk_turn_left_45_stageii.pkl,252,29.910979228486646,8.39156746031746,0.7335492401587579,-0.015516505732113469,0.10174735842794758,0.47605397708186936,52.70772491496801,0.7481410925445816,0.8159070379931848,0.9206349206349206,0.7645690784525506,0.832347993915459,walk,turn_left,False,walk_turn_left,True,2.632575618417269,b9c2f296269b79b4d4de0f5cfbc765b4cac205e8a35b8fd8a7e8ceb6c70a62d8
Walk_B13_-_Walk_turn_right_45_stageii.pkl,279,30.0,9.266666666666666,0.6862299998900585,0.0177822443475971,-0.1212859651478552,0.47539956635685754,-65.4150540712282,0.7017623938413196,0.8325790651846084,0.8243727598566308,0.7581030460287937,0.8440918026651275,walk,turn_right,False,walk_turn_right,True,2.5065607398484,02ebfe3c7080e90f48a5f3e151c9ae612e5ef9dfab6aa455d839ba054a6fc512
Walk_B15_-_Walk_turn_around_stageii.pkl,341,29.934162399414777,11.358260019550343,0.5960517379463741,0.00021982441398525038,-0.24988602538496366,0.6206285830534133,-163.26136821471482,0.61128284371848,0.7238456727201551,0.8592375366568915,0.7625508464173262,0.8264301114785678,walk,mixed_direction,False,walk_turn_right,,2.6460955917595252,c6df907816937d994911c9409f212033957c7497209eec4c40355200f9397fba
Walk_B16_-_Walk_turn_change_stageii.pkl,363,29.958734525447042,12.083287419651056,0.49556059575129435,0.0059136835190336445,-0.1429515661816114,0.49743564070202884,-95.24763179940916,0.523901341338512,0.6776875541961861,0.7327823691460055,0.7601592317082626,0.8233771524628053,walk,mixed_direction,True,walk_turn_right_transition,,1.12149870187246,b6a0e3335b7fc4c83001d39fbdbd458f3d5dfc1dfec9db7e80c745811674f6bb
Walk_B22_-_Side_step_left_stageii.pkl,138,29.83783783783784,4.591485507246376,0.002850513205618047,0.15763942317552734,0.024348466664744137,0.11398901458161673,6.205832056864339,0.1695290508096976,0.01842457560492714,0.2753623188405797,0.7204655869761418,0.7960260597954356,walk,side_left,False,walk_side_left,True,0.786195184283273,150c0dd6e7517b97bf13ca60c6a92d5503eebe16a799b84e5ab4d2007d0ea0cd
Walk_B23_-_Side_step_right_stageii.pkl,107,29.86046511627907,3.549844236760125,0.016346654774153913,-0.18858092107184735,-0.0170051665874188,0.15199136897110826,-3.816430886064174,0.19865245903126555,0.060981083350708315,0.32710280373831774,0.7380429960331113,0.7960949109038641,walk,side_right,False,walk_side_right,True,0.8230157566177414,a575e2f7fc70ca95cc2c6f165e543058acd3d3cb13ba0d3b7dfa9bdca0f4d5c2
Walk_B4_-_Stand_to_Walk_Back_stageii.pkl,388,29.94212218649518,12.924935567010309,-0.5244552099290004,0.01330636495429022,-0.018988854173851523,0.41092810546544223,-13.269501822410172,0.5369425753135209,0.5795172547031151,0.8427835051546392,0.7834831767728869,0.865998515936623,walk,backward,True,walk_backward_transition,True,1.3708804165507371,b976d7623a094f02bbe2089022bde2a3ccdfc820afb3ffda83ad164f3e70ea1f
